X,Y,item,pagerank, chosen 
-15.900877,38.59189,helioseismology,0.0004515839436428315,0.0
-15.297231,45.791405,gravity wave,0.00013745996963263746,0.0
-18.775276,57.18999,green's function,0.0012315222520685666,0.0
19.788267,22.416542,reference class forecasting,0.0002535281988156168,0.0
-40.82375,20.224936,oil platform,0.0002717698159855841,0.0
-1.9889299,55.33428,wave equation,0.00015653124507439243,0.0
3.8522308,-60.991955,emergency management institute,0.00015653124507439243,0.0
-41.492973,38.77721,church architecture,0.00017490341212309923,0.0
22.778152,52.730713,red star,0.00017490341212309923,0.0
-13.032234,63.5329,surface plasmon,0.00017429222298036685,0.0
56.419807,-9.163175,crash test,0.00017429222298036685,0.0
-40.41789,18.160856,offshore drilling,0.00017429222298036685,0.0
-5.8078814,-65.20991,united states department of health and human services,0.00017490341212309923,0.0
-20.595642,-34.50576,earth structure,0.00017490341212309923,0.0
-9.438569,19.227196,seismic retrofit,0.00017577362448063474,0.0
-42.608353,34.75855,spanish colonial architecture,0.00017577362448063474,0.0
16.45569,45.92371,pennsylvania dutch,0.003281290081861892,0.0
-49.86577,-33.288315,midden,0.0008386169761255575,0.0
-0.54023474,-52.060883,reverse 911,0.0007785588850535019,0.0
21.288664,-37.566307,critical infrastructure protection,0.0005440307295405064,0.0
-12.753746,4.4027796,slope stability analysis,0.0017292704959395052,0.0
49.42887,41.936523,novorossiya,0.00012547492411049967,0.0
2.139081,-47.233013,emergency population warning,0.00023813749527744715,0.0
36.61281,12.986275,escalation of commitment,0.0021130714687678663,0.0
-6.607298,59.785843,evanescent wave coupling,0.0013796376626493477,0.0
-7.6904383,60.439857,evanescent wave,0.0027097166920749317,0.0
-61.56672,-4.2330675,agrophysics,0.0002621591376102221,0.0
57.5669,-8.44461,crash testing,0.0010236610515445372,0.0
-23.633595,13.197701,fault (geology),0.0004111688552738046,0.0
13.083274,-8.307752,statistical process control,0.0007782475504059318,0.0
-27.478498,32.23148,conservation of angular momentum,0.0009172734642994613,0.0
-67.575775,2.6043928,soil physics,0.0016051913754068288,0.0
-2.378938,-54.572613,public safety network,0.0001451233672903906,0.0
30.849123,-32.82314,computer emergency response team,0.0001451233672903906,0.0
-3.4336627,4.991655,applied element method,0.0025323048038251566,0.0
-53.625145,-8.206216,compost,0.0001451233672903906,0.0
-20.064161,36.06497,reflection seismology,0.0001451233672903906,0.0
-3.9702537,17.67532,cushioning,0.00023493159542299524,0.0
0.61710906,-52.165623,emergency notification system,0.0037317823668891236,0.0
-29.325325,-10.794347,artificial island,0.0001985291193621739,0.0
-53.233265,-29.281717,marine debris,0.0001985291193621739,0.0
-23.90334,30.485373,plate tectonics,0.0001985291193621739,0.0
26.641586,-56.720127,crash boats of world war 2,0.0001985291193621739,0.0
23.6294,49.034225,star (polygon),0.00030065974995593735,0.0
-6.8122053,10.453066,eigensystem,0.0001985291193621739,0.0
-18.664623,0.991879,soil mechanics,0.0001985291193621739,0.0
-33.246944,12.585323,hydrosphere,0.0001985291193621739,0.0
10.926847,28.372395,classification rule,0.0001985291193621739,0.0
-37.150394,19.534676,submarine pipeline,0.0001985291193621739,0.0
47.866096,26.877056,ship of theseus,0.0001985291193621739,0.0
-9.920524,57.46395,john stone stone,0.0001985291193621739,0.0
55.998276,6.1257734,work-related road safety in the united states,0.0008214335981348868,0.0
-8.391099,16.98082,vibration control,0.0005750186536904438,0.0
-4.558873,-4.3709397,glossary of civil engineering,0.0009975382090397754,0.0
33.159683,14.042575,cost overrun,0.0015297133896018614,0.0
-20.687078,32.743385,iris consortium,0.003980449430694896,0.0
25.302717,12.786411,benefit shortfall,0.00020548180275093257,0.0
24.9318,1.0491709,probabilistic risk assessment,0.0003050555950654686,0.0
-19.027039,31.275852,earthquakes,0.0008069677503808674,0.0
19.411459,-49.35292,humanitarian aid,0.00012076669838376856,0.0
-22.117918,-5.4200563,engineering geology,0.0010144515589061063,0.0
-19.241354,4.700275,subsidence,0.00012949880107411112,0.0
-0.9301984,-55.364304,emergency communication system,0.00012949880107411112,0.0
-59.03574,-6.794991,agrology,0.004046496533666743,0.0
-43.539936,34.903202,churrigueresque,0.00018690225884174184,0.0
45.321754,31.01534,cultural heritage,0.0002597216711127695,0.0
-25.603268,11.449874,fault zone hydrogeology,0.0011491817480711152,0.0
-30.629713,-19.065638,mine reclamation,0.0007305581095469122,0.0
34.99326,14.255179,scope creep,0.0004493339468298728,0.0
-0.13781065,5.7675524,physics engine,0.00196418503801053,0.0
-8.502126,9.739805,modal analysis using fem,0.00025693010124109054,0.0
56.836456,2.3185756,transportation safety in the united states,0.000856083710325761,0.0
-56.718758,-7.7719474,agricultural soil science,0.0018180431422979227,0.0
-8.481039,27.271109,seismic hazard,0.0020325241953778315,0.0
33.88593,-31.843487,call center,0.00027671048697434653,0.0
-37.08826,-29.679682,san francisco–oakland bay bridge,0.0018663437361823103,0.0
-5.1092415,61.35863,waveguide,0.0007880381584558858,0.0
-55.57616,-6.8083653,soil biology,0.0007177991780456852,0.0
-19.313509,-36.916595,stonemasonry,0.0011537553942604336,0.0
18.23621,24.332972,base rate fallacy,0.0013734454698749263,0.0
6.9937077,-29.039017,nuclear holocaust,0.0019597156598740785,0.0
-27.97421,12.669289,coastal hydrogeology,0.0006891569902548161,0.0
-39.13753,20.257713,offshore (hydrocarbons),0.0003785216297784964,0.0
32.854733,13.724155,cost risk,0.0009195005216178672,0.0
33.143044,1.3789232,iso 28000,0.0025156581584263953,0.0
-37.932808,17.648388,subsea,0.0009153049262712741,0.0
-22.796276,-37.678993,ceará,0.0002844980943695671,0.0
41.35952,38.794025,folly,0.001259352115981184,0.0
-2.9015403,-66.36901,united states public health service,0.002476816794319479,0.0
-22.236002,-31.183357,earthbag construction,0.002623390502766052,0.0
2.2857666,-54.93596,office of emergency management,0.0004313990687843405,0.0
29.84038,10.980987,megaproject,0.002021955949490158,0.0
15.113641,-54.33239,united states conference of catholic bishops,0.002475744913218225,0.0
-66.54062,0.32990226,irrigation,0.00014260965941067236,0.0
51.20064,-17.577684,destructive testing,0.000939880634503607,0.0
-4.2976985,29.905956,seismic site response,0.001961783708789965,0.0
48.3408,30.581387,façadism,0.0013677105824329255,0.0
28.571507,-9.631655,probit model,0.00018025387074183992,0.0
-7.462974,14.722697,seismic performance,0.0004373046984141997,0.0
26.843409,16.476904,hofstadter's law,0.0007578295223274591,0.0
4.2194047,-47.033592,earthquake early warning (japan),0.0009937365113621907,0.0
19.072886,45.32115,pow-wow (folk magic),0.0006075429614713049,0.0
-11.292783,69.65519,skin effect,0.0002851387621243962,0.0
-1.3948691,58.88175,lamb waves,0.0008121904511750281,0.0
21.581106,47.179604,barnstar,0.00018025387074183992,0.0
-5.4947214,-52.27717,metar,0.0003255742737749674,0.0
-66.702644,4.5047455,time domain reflectometer,0.00018025387074183992,0.0
0.5765926,-65.75016,surgeon general of the united states,0.0018747180002479265,0.0
19.782583,-51.620914,globalmedic,0.00018025387074183992,0.0
-14.628807,19.695604,escape pod,0.0019595420183413947,0.0
23.98499,12.362096,benefit risk,0.00030038581456317116,0.0
33.146233,-4.0070086,risk management tools,0.0002808538534991055,0.0
31.82607,-50.312138,emergency locator beacon,0.00018025387074183992,0.0
14.515577,-59.5781,fire fighting,0.0007725947490677005,0.0
-17.786718,2.4672425,karl von terzaghi,0.00018025387074183992,0.0
24.897652,14.375529,downside risk,0.00036284578018381614,0.0
-6.76347,4.654017,multidisciplinary design optimization,0.00018025387074183992,0.0
2.3013532,-50.919025,civil defense siren,0.00042645128516104766,0.0
39.31992,32.22234,curtain wall (architecture),0.00014837827954774328,0.0
-28.686594,-17.158573,river reclamation,0.00014837827954774328,0.0
21.796131,-18.296024,disaster risk reduction,0.00014837827954774328,0.0
-34.97187,14.734841,ocean,0.0002580420876153183,0.0
29.826508,9.733856,megaprojects and risk,0.00014837827954774328,0.0
49.898605,29.525986,brusselization,0.00014837827954774328,0.0
-9.774397,17.94608,earthquake-resistant structures,0.00025029903485168577,0.0
50.006104,32.12505,adaptive reuse,0.00014837827954774328,0.0
31.785341,-33.350338,help desk,0.004439403037647826,0.0
25.654272,14.9644165,planning fallacy,0.00025029903485168577,0.0
-38.190487,-7.7648306,soil stabilization,0.00014837827954774328,0.0
-70.6165,0.8841676,water content,0.00014837827954774328,0.0
-6.024815,-14.253881,railway engineering,0.00014837827954774328,0.0
-31.816904,11.517257,water cycle,0.00014837827954774328,0.0
38.633133,6.350652,event chain methodology,0.00016910470920176754,0.0
43.302944,41.881397,sportswashing,0.00016910470920176754,0.0
16.431986,-59.388607,wildfire,0.00015779653278751778,0.0
-15.924722,2.4812088,rock mass classifications,0.00015779653278751778,0.0
-36.48949,-5.0301394,sediment control,0.00026248411074201533,0.0
2.1905982,49.1526,surface acoustic wave,0.00015779653278751778,0.0
-32.941135,-8.022745,water reclamation,0.00015779653278751778,0.0
-17.569147,63.01364,seismic communication,0.00015779653278751778,0.0
-30.296984,11.998356,spring (hydrology),0.00015779653278751778,0.0
-5.756575,13.9045925,seismic performance analysis,0.00015779653278751778,0.0
7.0505476,30.378466,seismo-electromagnetics,0.00015779653278751778,0.0
20.810734,-52.233826,disaster assistance response team,0.00015779653278751778,0.0
19.799545,15.065131,consensus forecast,0.00015779653278751778,0.0
-34.61825,-3.3324873,nonpoint source pollution,0.00015779653278751778,0.0
-17.374697,0.15865734,geotechnical investigation,0.00025395244600097877,0.0
-0.72371346,49.914257,longitudinal wave,0.00015779653278751778,0.0
30.432594,-54.29218,mountain rescue,0.00015779653278751778,0.0
-0.6587922,3.4540288,extreme loading for structures,0.00015779653278751778,0.0
2.3613536,51.577217,love wave,0.00026736442144251145,0.0
12.227361,12.124535,horizon scanning,0.0001699853991834923,0.0
27.590124,3.2459738,occupational exposure banding,0.0001699853991834923,0.0
-35.553402,21.617777,seabed gouging by ice,0.0001699853991834923,0.0
36.382515,-22.991756,white hat (computer security),0.0001699853991834923,0.0
-41.607437,35.718628,earthquake baroque,0.0001699853991834923,0.0
-67.975266,4.719534,irrigation scheduling,0.0001699853991834923,0.0
0.53428704,29.927801,nuclear power in japan,0.0001699853991834923,0.0
-9.23665,16.243689,mitigation of seismic motion,0.0001699853991834923,0.0
-18.687838,-32.98475,earthship,0.0001699853991834923,0.0
34.201973,-3.2129145,project management body of knowledge,0.0001699853991834923,0.0
-14.061807,39.463184,asteroseismology,0.0001699853991834923,0.0
40.696598,32.905262,facade,0.0001699853991834923,0.0
29.09509,-35.319016,incident management,0.0001699853991834923,0.0
-22.49056,32.070606,tectonics,0.0001699853991834923,0.0
38.657272,32.782906,quadruple glazing,0.0001699853991834923,0.0
-31.886112,7.70757,water resources,0.0001699853991834923,0.0
-9.315809,8.306188,finite element method in structural mechanics,0.0001699853991834923,0.0
-50.359585,-25.980913,fly-tipping,0.0001616231065872981,0.0
-2.1674817,-38.472134,blast shelter,0.0001616231065872981,0.0
-28.406315,7.8306413,hydrology,0.0001616231065872981,0.0
49.06261,-18.160198,testability,0.0001616231065872981,0.0
37.053593,-6.4140353,digital continuity,0.0001616231065872981,0.0
-50.345215,-25.99279,open dump,0.0006565898065112343,0.0
-15.676901,3.8455448,rock mechanics,0.00048930158836026,0.0
-3.244845,3.278901,shear modulus,0.000984794473468488,0.0
0.2702444,-48.13218,emergency alert system,0.00027005643903392365,0.0
-37.79781,24.469585,floating wind turbine,0.0016446268765289535,0.0
-4.037582,2.3957992,young's modulus,0.0012337955763204124,0.0
1.1831461,49.481144,rayleigh wave,0.0001320750367007227,0.0
23.592634,12.977648,efficient contract theory,0.0001320750367007227,0.0
-11.038702,36.35087,earthquake swarm,0.0001320750367007227,0.0
-9.632874,-10.88519,institution of structural engineers,0.0005530822125384497,0.0
1.0848011,51.613922,s wave,0.0007459833338282068,0.0
-0.13318679,-50.56894,emergency management information system,0.0001320750367007227,0.0
-20.413115,0.8737294,geotechnical centrifuge modeling,0.0003304870652883111,0.0
-4.9749966,14.622491,modal analysis,0.0001320750367007227,0.0
-37.571503,-28.179964,treasure island development,0.0007112274515503201,0.0
5.072413,-49.328167,earthquake warning system,0.0004711968829369092,0.0
-37.22834,-12.003393,drainage system (agriculture),0.0004107979051977779,0.0
47.429745,38.788357,disneyfication,0.0010145063802775888,0.0
-56.18322,-2.3741076,liming (soil),0.00032082040759304453,0.0
30.601677,-53.940937,ski patrol,0.0001320750367007227,0.0
27.157925,-50.15453,coast guard,0.00016998083668234092,0.0
-41.870895,36.54422,baroque churches of the philippines,0.00016998083668234092,0.0
32.021942,-3.1966753,project risk management,0.00016998083668234092,0.0
-12.383489,19.635084,earthquake resistant structures,0.00016998083668234092,0.0
0.4493403,-53.167633,emergency control centre,0.00016998083668234092,0.0
-12.962816,39.24262,quake (natural phenomenon),0.00016998083668234092,0.0
-67.33923,4.5398126,frequency domain sensor,0.00016998083668234092,0.0
-7.048078,26.921778,seismic risk,0.00016998083668234092,0.0
-70.25037,3.4131503,bulk density,0.00016998083668234092,0.0
-15.908557,-34.440395,yaodong,0.00016998083668234092,0.0
-7.1818438,14.297033,seismic analysis,0.00016998083668234092,0.0
-1.8399215,-47.357533,integrated public alert and warning system,0.00016998083668234092,0.0
49.0864,33.01074,western false front architecture,0.00016998083668234092,0.0
8.678227,-21.506533,common mode failure,0.00016998083668234092,0.0
-6.48413,17.950682,active vibration control,0.00016998083668234092,0.0
-68.56508,2.2636528,soil porosity,0.00016998083668234092,0.0
-35.36762,6.271911,groundwater energy balance,0.00022164557812589332,0.0
30.36205,-34.989613,service desk,0.001599718045782,0.0
22.921295,47.812847,moravian star,0.0001227879381016509,0.0
-68.179436,4.289357,neutron probe,0.0001549420019959413,0.0
-20.823463,-6.9275413,geological engineering,0.0001549420019959413,0.0
37.13912,-16.665556,gordon–loeb model,0.0001549420019959413,0.0
29.4832,-54.70305,self rescue (climbing),0.0001549420019959413,0.0
-6.646317,27.976122,california earthquake forecast,0.0001549420019959413,0.0
25.008236,12.937252,underconsumption,0.0001549420019959413,0.0
-17.378359,4.688186,slope mass rating,0.0001636816888131754,0.0
-3.997163,-51.915085,common alerting protocol,0.0001636816888131754,0.0
-9.283495,-13.398238,institute of engineering,0.0001446517267369592,0.0
-0.92457676,30.140987,japan meteorological agency seismic intensity scale,0.0001446517267369592,0.0
-20.52222,-6.171925,petroleum engineering,0.00024579381394396785,0.0
14.842798,-60.302822,glossary of firefighting equipment,0.0001446517267369592,0.0
-6.2771974,19.790981,base isolation,0.0001446517267369592,0.0
-48.671722,-27.892586,landfill tax,0.0001446517267369592,0.0
-19.135712,-6.2898083,geology,0.0001446517267369592,0.0
44.09463,44.2116,the prisoner,0.00023821029625342873,0.0
-40.02092,-24.363394,urban planning,0.0005185294860493538,0.0
-58.08924,-2.8169749,soil value,0.0001446517267369592,0.0
22.404171,-52.560654,urban search and rescue,0.0001446517267369592,0.0
10.096835,32.617947,ring of fire,0.00014064827605655283,0.0
-33.506535,-12.397312,great wall of sand,0.00014064827605655283,0.0
25.576149,14.096774,hiding hand principle,0.00014064827605655283,0.0
38.3516,31.283308,copper in architecture,0.00023362386696544236,0.0
33.103493,13.151604,admissible heuristic,0.00023362386696544236,0.0
0.7932911,30.416563,coordinating committee for earthquake prediction,0.00014064827605655283,0.0
-1.3220447,24.964096,international institute of earthquake engineering and seismology,0.00014064827605655283,0.0
-0.8536161,-51.936607,emergency management software,0.00014064827605655283,0.0
6.1274276,-47.14435,tsunami warning system,0.00014064827605655283,0.0
12.035577,-48.794827,disaster response,0.00014064827605655283,0.0
8.498393,32.902493,supermoon,0.00014756335003279116,0.0
5.5648913,-50.091858,earthquake early warning system,0.00014756335003279116,0.0
-7.0927186,14.544187,earthquake simulation,0.00015310012252883295,0.0
-29.10186,-18.460613,land rehabilitation,0.00015310012252883295,0.0
44.62731,37.841393,portmeirion,0.00015310012252883295,0.0
-22.006475,-6.577569,mining engineering,0.00015310012252883295,0.0
-4.559353,-11.34698,institution of engineers (india),0.00016478904654775335,0.0
38.881596,32.688103,insulated glazing,0.00016478904654775335,0.0
-1.5775068,29.726322,seismic intensity scales,0.00016478904654775335,0.0
39.785458,32.682034,rainscreen,0.00014261605424936705,0.0
-5.7196426,14.255283,structural dynamics,0.00014261605424936705,0.0
-28.321533,10.881978,isotope hydrology,0.00014261605424936705,0.0
-13.541934,2.4276774,slope stability,0.00014261605424936705,0.0
-18.536602,37.02696,seismic waves,0.00014261605424936705,0.0
38.133957,30.974888,sustainable architecture,0.00024282654886393707,0.0
-1.1488445,24.684547,earthquake engineering research institute,0.0001620828879256707,0.0
11.9944315,27.379574,bayesian inference,0.0018167338054314538,0.0
-30.338718,-20.084778,permaculture,0.0006852269586053081,0.0
-17.899048,36.87555,seismic wave,0.0006397334068568842,0.0
17.509897,-51.137123,médecins sans frontières,0.0006878894095701731,0.0
-2.695482,30.330624,seismic magnitude scales,0.00016666570098823277,0.0
21.088137,8.723657,social impact assessment,0.00016666570098823277,0.0
-3.536237,-63.027443,public health emergency preparedness,0.00016666570098823277,0.0
-18.823166,-6.8604364,geoprofessions,0.00016666570098823277,0.0
-2.1705203,-58.00094,public health information network,0.00016666570098823277,0.0
53.79544,2.8992593,transportation research board,0.00016666570098823277,0.0
1.9761469,52.82332,p wave,0.00035115582307715414,0.0
-38.153175,-30.633232,golden gate bridge,0.00015131060411741607,0.0
-0.813267,-44.052177,conelrad,0.00015131060411741607,0.0
2.3055906,52.2225,p-wave,0.00014048905305649804,0.0
26.455307,-2.6190398,duty of care,0.0005198742755343806,0.0
-3.68602,-62.9482,office of the assistant secretary for preparedness and response,0.0004345271004629173,0.0
29.034197,-0.25731,acceptable loss,0.0020421084856342316,0.0
18.755636,46.503475,hex sign,0.0022450696354345758,0.0
-9.6540985,-10.810132,institution of civil engineers,0.0005801010790870208,0.0
1.3121557,-38.157314,civil defense geiger counters,0.00014420906929213286,0.0
-0.086735085,-62.75101,public health laboratory,0.00028918116778807175,0.0
-2.189861,-65.115875,united states public health service commissioned corps,0.0007102590828009257,0.0
40.42337,32.856434,double-skin façade,0.00016974513625701872,0.0
-1.1231254,-38.544514,effects of nuclear explosions on human health,0.00013956322589540597,0.0
-8.390921,-7.584727,civil engineering software,0.0002817558527003503,0.0
-35.976486,-4.906216,geotextile,0.00013956322589540597,0.0
-0.9021973,2.5187843,progressive collapse,0.00013956322589540597,0.0
-18.952223,3.1001651,consolidation (soil),0.0004938054631465359,0.0
-19.425692,31.969189,seismological society of america,0.00036138576030958166,0.0
-11.245717,63.407562,jonathan zenneck,0.00017005145502581648,0.0
-25.121819,29.70001,geosyncline,0.00017005145502581648,0.0
-54.08712,-9.653964,sustainable agriculture,0.00017005145502581648,0.0
19.272684,23.107147,reference class problem,0.0001477239567621785,0.0
-36.88507,-6.0135264,universal soil loss equation,0.0001477239567621785,0.0
-15.161773,58.843445,crest (physics),0.0001477239567621785,0.0
0.9046287,51.468117,s-wave,0.00016572779206725223,0.0
-31.865929,14.501839,cryoseism,0.00016572779206725223,0.0
6.6315165,-0.4459548,forensic engineering,0.00016572779206725223,0.0
17.693865,-50.61151,attacks on humanitarian workers,0.00016572779206725223,0.0
14.934056,-60.10472,glossary of firefighting,0.00016572779206725223,0.0
-9.526523,-10.044181,chartered institution of civil engineering surveyors,0.00016572779206725223,0.0
-50.37786,-28.363478,daily cover,0.00016572779206725223,0.0
-6.951744,59.50585,wheeler–feynman absorber theory,0.00016572779206725223,0.0
56.0278,2.8620648,rail safety improvement act of 2008,0.00016572779206725223,0.0
18.29426,-10.164482,self-supply of water and sanitation,0.0002653015843817883,0.0
-33.09361,-13.764461,polder,0.00016572779206725223,0.0
17.824327,-49.654495,world humanitarian day,0.00016572779206725223,0.0
25.533388,15.796501,strategic misrepresentation,0.00016572779206725223,0.0
28.397808,-53.66524,air-sea rescue,0.00016572779206725223,0.0
-36.083057,18.97607,geohazard,0.00016572779206725223,0.0
17.133059,-7.4558153,failure mode and effects analysis,0.00014985378380557343,0.0
44.508854,39.19043,czech dream,0.0001524998425021652,0.0
-48.776955,-27.937527,landfill diversion,0.0001524998425021652,0.0
-4.6104937,-52.10043,specific area message encoding,0.00017024879761849985,0.0
2.5165846,-45.553932,cell broadcast,0.00017024879761849985,0.0
8.960885,-21.434504,corrective and preventive action,0.00017024879761849985,0.0
-50.201958,-28.53621,bioreactor landfill,0.00017024879761849985,0.0
-12.295608,34.103252,marsquake,0.00017024879761849985,0.0
-3.6232834,20.437712,soundproofing,0.00017024879761849985,0.0
23.16424,-16.321665,flood risk assessment,0.00017024879761849985,0.0
-37.367058,-30.297659,25 de abril bridge,0.00017024879761849985,0.0
-3.6016471,-37.65909,survivalism,0.00017024879761849985,0.0
1.2423857,-46.77189,emergency mobile alert,0.00017024879761849985,0.0
33.372997,-50.37703,enos rescue-system,0.00017024879761849985,0.0
-39.395756,19.299725,deepwater drilling,0.00017024879761849985,0.0
22.200003,-37.5943,responsible disclosure,0.00017024879761849985,0.0
-24.622116,30.28104,atmospheric circulation,0.00016992856523718043,0.0
22.739042,-16.965864,hazard map,0.00016992856523718043,0.0
15.47019,26.357794,precision and recall,0.00016711666197276995,0.0
29.417988,-50.306007,bayesian search theory,0.001925025265373587,0.0
22.422712,50.36481,five-pointed star,0.00013332500682325648,0.0
-1.983839,65.030945,dyakonov surface wave,0.00013332500682325648,0.0
